server_name,season,discord_id,username,combined_rank,combined_mmr,combined_games_played_pct,combined_wins,combined_losses,combined_win_pct,crewmate_rank,crewmate_mmr,crewmate_games_played_pct,crewmate_wins,crewmate_losses,crewmate_win_pct,impostor_rank,impostor_mmr,impostor_games_played_pct,impostor_wins,impostor_losses,impostor_win_pct
The Nutters,5,526096113976213527,SoloDolo,41,875,100,20,8,71,58,918,89,19,6,76,39,833,11,1,2,33
The Nutters,5,339108006010814465,sosa,4,1010,100,89,32,74,3,1101,79,85,11,89,17,919,21,4,21,16
The Nutters,5,658396207579791360,Spank,92,773,100,3,0,100,86,846,100,3,0,100,65,700,0,0,0,0
The Nutters,5,534910352362700811,Speer,26,913,100,76,31,71,45,952,86,74,18,80,29,875,14,2,13,13
The Nutters,5,804688601299550228,szhatie,86,785,100,4,0,100,75,870,100,4,0,100,63,701,0,0,0,0
The Nutters,5,733443819021795461,Toast,87,783,100,4,1,80,73,872,80,4,0,100,110,694,20,0,1,0
The Nutters,5,348303431657717782,tomdog,68,812,100,35,19,65,38,969,78,35,7,83,148,654,22,0,12,0
The Nutters,5,737709879245930588,vibewness,10,981,100,65,33,66,69,888,78,59,17,78,1,1074,22,6,16,27
The Nutters,5,361663510549364739,viol,85,785,100,5,2,71,72,876,86,5,1,83,105,695,14,0,1,0
The Nutters,5,758902141166420012,Woodmaster,63,825,100,25,15,63,22,1009,75,25,5,83,149,641,25,0,10,0
The Nutters,5,256130311652507658,yekiM,19,945,100,59,26,69,17,1021,78,57,9,86,30,870,22,2,17,11
The Nutters,5,325671528467529728,Zordlin (momo fan club),2,1042,100,49,5,91,11,1042,83,43,2,96,2,1042,17,6,3,67
The Nutters,5,201897214967152641,Zoro,31,905,100,15,3,83,34,976,83,14,1,93,38,833,17,1,2,33
The Nutters,5,615497356397248513,Zvim,60,833,100,16,7,70,26,989,83,16,3,84,140,677,17,0,4,0
The Nutters,5,770394881884946433,!TOONZ (BUJPSG),52,851,100,54,34,61,42,956,73,53,11,83,62,745,27,1,23,4
The Nutters,5,347124013560102916,† Jayden,95,772,100,4,2,67,84,848,83,4,1,80,100,695,17,0,1,0
The Nutters,5,534488470387949579,𝑙𝑜𝑜𝑝𝑦light [✩] #teamsen,23,921,100,49,21,70,44,953,84,47,12,80,26,890,16,2,9,18
The Nutters,6,819772196477206600,0mega,52,804,100,7,1,88,39,907,100,7,1,88,50,701,0,0,0,0
The Nutters,6,203691252024213514,abooodeee,25,893,100,11,8,58,44,887,68,9,4,69,10,900,32,2,4,33
The Nutters,6,705636939352506398,air,33,858,100,11,5,69,15,1034,88,11,3,79,89,683,13,0,2,0
The Nutters,6,354780557743226883,AlexDeSnake - IDIOTS,69,769,100,3,1,75,61,843,75,3,0,100,73,694,25,0,1,0
The Nutters,6,200066900317700106,anal,55,795,100,14,15,48,85,758,90,13,13,50,27,832,10,1,2,33
The Nutters,6,322016741687427073,Andrew,22,910,100,27,16,63,36,922,86,25,12,68,13,899,14,2,4,33
The Nutters,6,466258786852536320,artli,41,832,100,13,7,65,27,965,100,13,7,65,51,700,0,0,0,0
The Nutters,6,426210350698856450,bezzler,85,731,100,1,1,50,83,769,50,1,0,100,70,694,50,0,1,0
The Nutters,6,463542730362978315,bic,13,976,100,23,4,85,2,1141,85,22,1,96,39,810,15,1,3,25
The Nutters,6,512498221785022464,Bill,71,761,100,3,2,60,63,830,80,3,1,75,76,693,20,0,1,0
The Nutters,6,261996377343655937,bricnic101,12,980,100,32,28,53,9,1070,73,29,15,66,17,891,27,3,13,19
The Nutters,6,471344994653962241,Bunqq,3,1002,100,102,29,78,6,1106,80,89,16,85,12,899,20,13,13,50
The Nutters,6,324021452666044416,central c,6,1000,100,103,37,74,5,1123,83,93,23,80,19,877,17,10,14,42
The Nutters,6,377688033324957697,Cheeze,4,1002,100,48,20,71,29,948,85,41,17,71,1,1056,15,7,3,70
The Nutters,6,219871980827049984,Chonk,47,817,100,3,3,50,71,801,83,2,3,40,29,832,17,1,0,100
The Nutters,6,397849504486785026,Cild,60,782,100,4,1,80,50,870,80,4,0,100,71,694,20,0,1,0
The Nutters,6,181617963827331072,Clara,51,804,100,2,0,100,74,781,50,1,0,100,32,827,50,1,0,100
The Nutters,6,292741844780187648,Clip,1,1004,100,36,15,71,4,1134,71,31,5,86,20,874,29,5,10,33
The Nutters,6,785007097804095509,cole,78,739,100,4,6,40,72,792,70,4,3,57,85,685,30,0,3,0
The Nutters,6,260556600597676042,combqs,11,991,100,28,16,64,21,1004,68,24,6,80,4,977,32,4,10,29
The Nutters,6,351714767179743236,craggy,56,790,100,4,6,40,80,770,60,3,3,50,38,811,40,1,3,25
The Nutters,6,172562633935814656,D6vman,24,895,100,46,26,64,12,1049,83,45,15,75,49,741,17,1,11,8
The Nutters,6,500058687218647042,dabagraham,40,839,100,28,20,58,41,897,83,27,13,68,46,780,17,1,7,13
The Nutters,6,140605103198568448,drk,62,779,100,29,27,52,33,937,77,29,14,67,101,622,23,0,13,0
The Nutters,6,639578389904097293,food,74,755,100,7,7,50,64,826,86,7,5,58,88,684,14,0,2,0
The Nutters,6,721932813955366994,freakrusty,39,840,100,4,3,57,58,854,43,3,0,100,33,827,57,1,3,25
The Nutters,6,331592736777961492,Goba,27,887,100,23,15,61,22,1001,76,22,7,76,48,773,24,1,8,11
The Nutters,6,209062045209853953,greenery,38,840,100,5,3,63,56,857,75,4,2,67,35,823,25,1,1,50
The Nutters,6,451115075739058177,H2O,29,881,100,42,27,61,34,931,83,40,17,70,28,832,17,2,10,17
The Nutters,6,457333285568249867,h4rry,45,824,100,3,1,75,69,816,50,2,0,100,30,831,50,1,1,50
The Nutters,6,209062045209853953,Heliology,83,732,100,3,6,33,73,787,78,3,4,43,93,678,22,0,2,0
The Nutters,6,553412354927493129,Howie,48,813,100,6,8,43,65,826,64,5,4,56,41,801,36,1,4,20
The Nutters,6,516824963362193409,hybridPG,31,864,100,20,5,80,13,1041,92,20,3,87,83,687,8,0,2,0
The Nutters,6,296149529387073536,Hydrenixx,23,904,100,25,18,58,35,930,77,23,10,70,18,879,23,2,8,20
The Nutters,6,267381523559219211,impostor d,37,843,100,20,11,65,17,1018,90,20,8,71,99,668,10,0,3,0
The Nutters,6,680995228374532148,Jaystin,67,774,100,3,0,100,59,849,100,3,0,100,51,700,0,0,0,0
The Nutters,6,565798714090848256,Jiffy,18,957,100,16,8,67,18,1017,75,14,4,78,16,896,25,2,4,33
The Nutters,6,527501037037289475,JMES,43,830,100,13,11,54,53,865,75,12,6,67,44,795,25,1,5,17
The Nutters,6,493085545820585994,Joeeey,89,719,100,2,4,33,84,764,67,2,2,50,97,674,33,0,2,0
The Nutters,6,486396671027183641,Justin,57,786,100,6,5,55,47,879,91,6,4,60,75,693,9,0,1,0
The Nutters,6,569641101502185482,JUUL,73,756,100,3,2,60,62,832,80,3,1,75,90,681,20,0,1,0
The Nutters,6,659711283830194207,KATANA,35,855,100,6,1,86,52,867,86,5,1,83,24,843,14,1,0,100
The Nutters,6,829907476593770496,KylerTheGreat,65,777,100,4,0,100,55,863,100,4,0,100,80,691,0,0,0,0
The Nutters,6,290055269206065153,marshyll.,34,857,100,17,10,63,8,1075,70,17,2,89,100,639,30,0,8,0
The Nutters,6,670537461767864331,Maxxx,21,939,100,12,3,80,26,969,80,10,2,83,8,910,20,2,1,67
The Nutters,6,798832168541225011,mickle,20,942,100,48,25,66,25,975,81,45,14,76,9,909,19,3,11,21
The Nutters,6,466258786852536320,mo.,28,884,100,14,7,67,32,943,90,13,6,68,34,826,10,1,1,50
The Nutters,6,522383349017477141,Mr.guildmage [𝙛𝙭],9,997,100,37,14,73,1,1176,78,35,5,88,36,818,22,2,9,18
The Nutters,6,697177825920286861,n1x1n,44,828,100,10,12,45,57,856,73,9,7,56,40,801,27,1,5,17
The Nutters,6,412426320446750720,noob0420,50,808,100,3,2,60,75,776,80,2,2,50,25,839,20,1,0,100
The Nutters,6,197031559382040577,NOTTI,26,892,100,10,5,67,43,887,73,8,3,73,14,896,27,2,2,50
The Nutters,6,415666892976554015,nyed,32,861,100,8,4,67,40,905,75,7,2,78,37,818,25,1,2,33
The Nutters,6,344636723063554049,oDragon,16,964,100,34,15,69,16,1029,90,32,12,73,11,900,10,2,3,40
The Nutters,6,423657183389941770,ped [𝙛𝙭],7,998,100,47,21,69,7,1100,76,43,9,83,15,896,24,4,12,25
The Nutters,6,742038300055044126,Please change your name!,61,780,100,4,2,67,49,874,67,4,0,100,84,685,33,0,2,0
The Nutters,6,114574521465438215,potter,76,751,100,4,4,50,70,807,88,4,3,57,72,694,13,0,1,0
The Nutters,6,237954200342888449,qahnaariinn,42,831,100,28,14,67,23,985,95,28,12,70,92,678,5,0,2,0
The Nutters,6,787104101875974214,Reaperz,58,785,100,4,1,80,45,884,80,4,0,100,85,685,20,0,1,0
The Nutters,6,620326651728887832,Rhino,75,754,100,3,3,50,67,820,67,3,1,75,82,688,33,0,2,0
The Nutters,6,197085383127728128,rz,30,871,100,5,1,83,30,947,67,4,0,100,43,795,33,1,1,50
The Nutters,6,220117850499579904,Sai,87,731,100,1,3,25,101,626,75,0,3,0,26,836,25,1,0,100
The Nutters,6,817083107630120981,Sarrow,77,747,100,2,2,50,68,819,50,2,0,100,96,675,50,0,2,0
The Nutters,6,525783817437577218,Saturo,14,965,100,28,15,65,28,959,86,25,12,68,5,971,14,3,3,50
The Nutters,6,536395275904745478,Seagoal,72,759,100,3,2,60,66,825,80,3,1,75,77,693,20,0,1,0
The Nutters,6,641684756110508058,Serenity™,46,823,100,11,11,50,60,846,77,10,7,59,42,799,23,1,4,20
The Nutters,6,409411483965849600,Shaq #FREERANKED,54,795,100,4,0,100,42,891,100,4,0,100,51,700,0,0,0,0
The Nutters,6,305303841081917441,Slime,17,959,100,19,10,66,10,1068,76,17,5,77,23,851,24,2,5,29
The Nutters,6,526096113976213527,SoloDolo,36,850,100,5,5,50,38,914,50,4,1,80,45,786,50,1,4,20
The Nutters,6,339108006010814465,sosa,10,996,100,37,14,73,3,1137,78,35,5,88,22,854,22,2,9,18
The Nutters,6,534910352362700811,Speer,5,1001,100,77,40,66,20,1007,82,70,26,73,3,994,18,7,14,33
The Nutters,6,455788263077183488,Sweetie (tourettes),100,684,100,0,3,0,98,684,33,0,1,0,87,684,67,0,2,0
The Nutters,6,365258044893822986,TitaNiuM,64,777,100,2,3,40,88,727,60,1,2,33,31,828,40,1,1,50
The Nutters,6,733443819021795461,Toast,66,775,100,5,4,56,46,880,78,5,2,71,98,669,22,0,2,0
The Nutters,6,348303431657717782,tomdog,19,954,100,26,15,63,14,1040,80,24,9,73,21,868,20,2,6,25
The Nutters,6,714636850500730930,trickyhuntero,63,779,100,5,5,50,51,868,80,5,3,63,81,690,20,0,2,0
The Nutters,6,395674736945790977,Tserp,15,965,100,26,17,60,24,981,77,23,10,70,6,949,23,3,7,30
The Nutters,6,132920751555608576,Varenb,70,768,100,18,24,43,86,758,76,17,15,53,47,779,24,1,9,10
The Nutters,6,737709879245930588,vibewness,8,997,100,31,9,78,11,1058,83,28,5,85,7,937,18,3,4,43
The Nutters,6,361663510549364739,viol,59,783,100,7,5,58,48,874,92,7,4,64,79,692,8,0,1,0
The Nutters,6,830247384297766922,viol,68,769,100,6,4,60,54,863,80,6,2,75,94,676,20,0,2,0
The Nutters,6,758902141166420012,Woodmaster,2,1003,100,58,36,62,19,1008,82,53,24,69,2,998,18,5,12,29
The Nutters,6,175123939113041920,wowoweewow,53,797,100,5,3,63,37,919,75,5,1,83,95,675,25,0,2,0
The Nutters,6,534488470387949579,𝑙𝑜𝑜𝑝𝑦light [✩] #teamsen,49,812,100,9,4,69,31,946,92,9,3,75,91,678,8,0,1,0
Among Us League,0,393114976228999179,100k,80,919,100,22,8,73,47,1023,83,21,4,84,116,814,17,1,4,20
Among Us League,0,801236633029574657,125.5,52,966,100,38,24,61,146,866,76,31,16,66,11,1067,24,7,8,47
Among Us League,0,965637041838776330,2028,113,864,100,39,34,53,157,851,71,36,16,69,86,877,29,3,18,14
Among Us League,0,476202063387295745,9catowesme$700 [𝙛𝙭] (lexmade),45,994,100,38,19,67,45,1028,84,35,13,73,42,960,16,3,6,33
Among Us League,0,664219598383611916,Aki (BetterthanIAMDEAD),59,952,100,73,44,62,108,909,77,66,24,73,33,995,23,7,20,26
Among Us League,0,731709979672707123,Among Us Lover,96,885,100,14,6,70,91,940,90,13,5,72,104,830,10,1,1,50
Among Us League,0,471449746746114069,Arclight Version 3.0.1,31,1011,100,77,40,66,38,1059,78,72,19,79,41,964,22,5,21,19
Among Us League,0,365267758797029387,ashton44,36,1004,100,79,43,65,21,1098,75,75,17,82,64,910,25,4,26,13
Among Us League,0,136183096151113728,Asim,121,848,100,44,27,62,81,951,79,43,13,77,139,745,21,1,14,7
Among Us League,0,886304632085811251,Azu,105,877,100,42,27,61,211,797,87,39,21,65,46,956,13,3,6,33
Among Us League,0,940910501645406218,a!ko [𝙛𝙭] #JuvenLoveAlways,53,966,100,90,57,61,90,943,75,82,28,75,36,989,25,8,29,22
Among Us League,0,607439948303564801,Baki (they/them),94,887,100,13,8,62,150,862,76,11,5,69,58,913,24,2,3,40
Among Us League,0,108165660307099648,bellaishungry,240,729,100,27,24,53,167,842,75,27,11,71,264,616,25,0,13,0
Among Us League,0,585538346718068906,Berry,32,1011,100,126,65,66,61,988,76,116,29,80,22,1033,24,10,36,22
Among Us League,0,728213806412464150,beyzaaa,40,999,100,53,19,74,78,959,79,47,10,82,18,1039,21,6,9,40
Among Us League,0,512498221785022464,Bill,18,1042,100,54,15,78,10,1187,88,52,9,85,77,898,12,2,6,25
Among Us League,0,159294029224345600,boredom1,65,945,100,51,30,63,67,979,77,48,14,77,63,910,23,3,16,16
Among Us League,0,129608521519071234,bRUH,98,883,100,27,15,64,68,978,83,26,9,74,132,789,17,1,6,14
Among Us League,0,355135708903637002,carabear,61,949,100,75,35,68,30,1072,81,73,16,82,108,825,19,2,19,10
Among Us League,0,880230860736053278,cara (she/they)🐸🐸,84,906,100,50,27,65,35,1067,77,49,10,83,140,745,23,1,17,6
Among Us League,0,148812499351896064,chicken7371,26,1019,100,50,19,72,40,1045,83,46,11,81,34,993,17,4,8,33
Among Us League,0,647047302942556170,chris,180,770,100,7,6,54,154,854,85,7,4,64,229,687,15,0,2,0
Among Us League,0,563566855848067095,clarity,12,1069,100,67,29,70,26,1088,80,61,16,79,16,1051,20,6,13,32
Among Us League,0,921617092594241566,cln,21,1033,100,151,77,66,72,964,78,134,44,75,5,1102,22,17,33,34
Among Us League,0,756544945111826473,Cloe(NotNPC ),116,861,100,70,42,63,122,898,83,68,25,73,110,824,17,2,17,11
Among Us League,0,373775800568119296,Collusion,19,1041,100,136,62,69,37,1060,83,128,36,78,27,1022,17,8,26,24
Among Us League,0,671091626453630996,CowOnMEGATILT #teams&amp;s,152,794,100,6,2,75,123,896,88,6,1,86,207,692,13,0,1,0
Among Us League,0,609935849223618562,cronus69,267,356,100,137,57,71,267,350,85,128,36,78,267,363,15,9,21,30
Among Us League,0,172562633935814656,D6vman,125,842,100,45,27,63,207,804,88,43,20,68,84,881,13,2,7,22
Among Us League,0,500058687218647042,dabagraham,109,870,100,27,18,60,96,933,84,26,12,68,124,806,16,1,6,14
Among Us League,0,756593242539163900,Daniel A ⥑Ðior⥏,16,1045,100,67,22,75,7,1236,80,65,6,92,91,853,20,2,16,11
Among Us League,0,569327749207031808,Day,48,978,100,37,23,62,86,945,78,33,14,70,30,1011,22,4,9,31
Among Us League,0,294050178061828096,decode98,50,972,100,65,22,75,27,1077,84,63,10,86,88,867,16,2,12,14
Among Us League,0,933040979349483611,defayant,69,931,100,24,15,62,60,990,74,22,7,76,87,872,26,2,8,20
Among Us League,0,899001854669754408,Doku,92,898,100,20,9,69,63,983,83,19,5,79,119,813,17,1,4,20
Among Us League,0,140605103198568448,drk,37,1004,100,84,41,67,79,954,83,77,27,74,14,1053,17,7,14,33
Among Us League,0,241992055549591553,dumbo (brushy for mod),34,1008,100,91,38,71,33,1071,79,85,17,83,51,946,21,6,21,22
Among Us League,0,585538346718068906,Ekko ⥑Ðior⥏ #teammina,3,1192,100,217,87,71,4,1291,80,203,40,84,8,1093,20,14,47,23
Among Us League,0,1004534902223544461,Eliz,14,1049,100,73,25,74,39,1045,85,67,16,81,15,1053,15,6,9,40
Among Us League,0,469113618651283456,Fear [✩],22,1032,100,76,36,68,70,969,79,68,21,76,6,1095,21,8,15,35
Among Us League,0,754200297018097745,fho ツ #teamShmurdda,169,776,100,8,5,62,144,869,85,8,3,73,235,684,15,0,2,0
Among Us League,0,633035206726778900,flame3493,57,954,100,57,30,66,132,879,83,52,20,72,23,1029,17,5,10,33
Among Us League,0,483797556682424321,flippa0,6,1148,100,122,46,73,5,1271,80,114,20,85,26,1024,20,8,26,24
Among Us League,0,639578389904097293,food,41,999,100,64,29,69,24,1089,80,61,13,82,66,909,20,3,16,16
Among Us League,0,721932813955366994,freakrusty,35,1008,100,54,19,74,46,1025,85,50,12,81,35,990,15,4,7,36
Among Us League,0,179700755261947904,fumba,64,946,100,30,8,79,32,1072,89,29,5,85,111,820,11,1,3,25
Among Us League,0,655052924866527233,fwitzy,70,930,100,39,15,72,36,1063,85,38,8,83,129,797,15,1,7,13
Among Us League,0,221326734824308736,Hammy,82,911,100,41,27,60,103,920,78,38,15,72,74,902,22,3,12,20
Among Us League,0,257828701503356929,hybris,90,901,100,13,11,54,119,900,67,11,5,69,72,902,33,2,6,25
Among Us League,0,296149529387073536,Hydrenixx,107,872,100,61,47,56,173,828,77,57,26,69,57,916,23,4,21,16
Among Us League,0,308067206573326337,hydros2,95,886,100,16,13,55,129,883,72,14,7,67,81,888,28,2,6,25
Among Us League,0,246709866335305738,icy [𝙛𝙭] (Crewmate),7,1127,100,127,44,74,2,1352,81,123,15,89,75,901,19,4,29,12
Among Us League,0,725163364438769729,if you hold onto me,56,957,100,24,9,73,55,1011,79,22,4,85,71,903,21,2,5,29
Among Us League,0,291648695349280768,Jack Goggins,141,814,100,11,18,38,240,737,69,9,11,45,80,892,31,2,7,22
Among Us League,0,223670506564354048,jaspersomething,11,1070,100,54,23,70,20,1103,77,48,11,81,20,1037,23,6,12,33
Among Us League,0,325301470012506123,JAYYO,155,793,100,26,25,51,165,844,76,25,14,64,141,742,24,1,11,8
Among Us League,0,633036263200653322,Jellypeanut,193,758,100,65,40,62,77,959,81,65,20,76,266,556,19,0,20,0
Among Us League,0,415666892976554015,Jesiah,244,723,100,9,12,43,198,813,71,9,6,60,262,633,29,0,6,0
Among Us League,0,722881874975916143,Jessie,202,755,100,3,2,60,177,821,80,3,1,75,228,690,20,0,1,0
Among Us League,0,325970858759684096,JoJo,266,651,100,29,6,83,245,706,91,27,5,84,265,596,9,2,1,67
Among Us League,0,921523067140833320,jonteau,63,948,100,17,10,63,56,1008,67,15,3,83,82,888,33,2,7,22
Among Us League,0,186976302568439808,jsm,128,834,100,6,4,60,169,839,80,5,3,63,105,830,20,1,1,50
Among Us League,0,499782325098381323,Juice WRLD,85,905,100,109,77,59,149,862,76,100,41,71,49,948,24,9,36,20
Among Us League,0,383095629166936068,kate,60,950,100,42,20,68,51,1020,81,40,10,80,85,880,19,2,10,17
Among Us League,0,488400699709849611,KEBAB 🍖,157,793,100,7,11,39,232,770,67,6,6,50,115,815,33,1,5,17
Among Us League,0,305177624685314050,kenny,78,919,100,17,5,77,49,1023,82,16,2,89,114,816,18,1,3,25
Among Us League,0,529466969393463327,Kesta [︻デ═一],77,921,100,14,6,70,100,930,80,12,4,75,61,912,20,2,2,50
Among Us League,0,261948313790709762,koarly,13,1060,100,89,32,74,22,1095,79,81,15,84,25,1024,21,8,17,32
Among Us League,0,280321842290491392,krunch,2,1193,100,140,44,76,1,1372,82,132,18,88,29,1015,18,8,26,24
Among Us League,0,688384299275255811,Ksubi TOP 5,86,905,100,23,7,77,15,1143,83,23,2,92,256,667,17,0,5,0
Among Us League,0,939890590374572133,Law,15,1045,100,90,36,71,12,1149,81,86,16,84,52,940,19,4,20,17
Among Us League,0,145396797756538880,Lively ︻デ═一,81,912,100,16,9,64,104,918,76,14,5,74,69,906,24,2,4,33
Among Us League,0,1013144461179625503,Lowkeypsycho_,67,935,100,29,14,67,71,967,81,27,8,77,73,902,19,2,6,25
Among Us League,0,983011726859575346,lslz,106,872,100,51,23,69,17,1120,82,51,10,84,263,624,18,0,13,0
Among Us League,0,922700796007698463,male,117,861,100,11,2,85,48,1023,85,11,0,100,187,698,15,0,2,0
Among Us League,0,619621729970421761,Maniac [𝙛𝙭],49,973,100,199,106,65,113,905,79,184,56,77,17,1041,21,15,50,23
Among Us League,0,290055269206065153,marshyll.,164,784,100,4,2,67,137,877,67,4,0,100,215,691,33,0,2,0
Among Us League,0,909891935345463377,Matty,17,1044,100,133,65,67,23,1091,80,124,35,78,32,998,20,9,30,23
Among Us League,0,261231168454787073,matt🏄 [𝙛𝙭] (#TEAMSWIFT),114,863,100,34,21,62,87,944,84,33,13,72,135,782,16,1,8,11
Among Us League,0,802792684611829780,menach,93,895,100,24,15,62,64,983,82,23,9,72,122,807,18,1,6,14
Among Us League,0,676981676357845012,Michael Shoemocker,42,998,100,111,55,67,98,933,80,99,34,74,12,1064,20,12,21,36
Among Us League,0,153532055127326720,momo ✧,9,1081,100,95,32,75,16,1136,81,86,17,83,24,1026,19,9,15,38
Among Us League,0,107649203991261184,motr,8,1097,100,156,54,74,9,1218,82,147,26,85,38,977,18,9,28,24
Among Us League,0,522383349017477141,Mr.guildmage [𝙛𝙭],23,1032,100,67,25,73,11,1155,78,63,9,88,65,909,22,4,16,20
Among Us League,0,165913500768665600,mynameswicked,89,901,100,52,27,66,110,907,82,49,16,75,79,895,18,3,11,21
Among Us League,0,619621729970421761,narc,68,933,100,45,31,59,25,1088,68,43,9,83,136,778,32,2,22,8
Among Us League,0,423102654080614401,nateoraderade,29,1013,100,32,12,73,29,1074,77,29,5,85,48,951,23,3,7,30
Among Us League,0,273590809008406528,Newb (reformed),62,948,100,61,31,66,31,1072,77,59,12,83,109,825,23,2,19,10
Among Us League,0,329047695970926592,notkoa,54,965,100,41,19,68,42,1035,87,39,13,75,78,895,13,2,6,25
Among Us League,0,108334202969161728,nyainth,47,989,100,18,12,60,112,907,63,13,6,68,10,1071,37,5,6,45
Among Us League,0,415666892976554015,nyed,20,1039,100,73,31,70,59,999,83,65,21,76,9,1079,17,8,10,44
Among Us League,0,404027865240305667,Oxx (Crewmate),97,884,100,9,1,90,99,930,90,8,1,89,97,839,10,1,0,100
Among Us League,0,423657183389941770,ped [𝙛𝙭],25,1022,100,75,37,67,66,982,80,67,23,74,13,1061,20,8,14,36
Among Us League,0,549070823051362335,penguinsfan,55,957,100,23,9,72,57,1002,81,21,5,81,59,912,19,2,4,33
Among Us League,0,743932336424484924,Professor Snape,225,738,100,11,9,55,235,767,75,10,5,67,143,710,25,1,4,20
Among Us League,0,713488236609011795,Protagonist(Sen Sells Soul MMR),33,1009,100,121,49,71,18,1111,83,117,24,83,67,907,17,4,25,14
Among Us League,0,530955128308629504,real matt ⥑Ðior⥏,38,1004,100,76,31,71,44,1033,79,70,14,83,39,975,21,6,17,26
Among Us League,0,946242844757205112,Road to Rank warrior [𝙛𝙭],46,990,100,196,102,66,89,943,80,181,57,76,19,1037,20,15,45,25
Among Us League,0,216266529828765696,robyn4840,241,728,100,2,3,40,236,764,80,2,2,50,199,693,20,0,1,0
Among Us League,0,335784668618031116,Rocker (ロッカー),10,1078,100,119,58,67,50,1021,76,104,30,78,2,1135,24,15,28,35
Among Us League,0,770071397313282100,Schmittball,122,848,100,67,42,61,135,878,81,65,23,74,112,817,19,2,19,10
Among Us League,0,921523067140833320,Sen (Ban Ray),1,1210,100,160,55,74,3,1316,81,147,27,84,4,1104,19,13,28,32
Among Us League,0,420664546416394250,SeraphimOxalis,88,904,100,18,10,64,140,873,86,16,8,67,53,935,14,2,2,50
Among Us League,0,663064315615772692,sharki901,30,1012,100,59,24,71,19,1108,84,56,14,80,56,917,16,3,10,23
Among Us League,0,95691483201413120,Shawn (ǝpɐɯdıɾ),28,1016,100,82,40,67,52,1015,78,76,19,80,28,1016,22,6,21,22
Among Us League,0,1025479121335222392,sia,91,900,100,53,35,60,208,799,76,48,19,72,31,1001,24,5,16,24
Among Us League,0,316318293021687820,silkywaaaaaaaaaay,66,942,100,57,22,72,58,999,85,55,12,82,83,885,15,2,10,17
Among Us League,0,295918134156853252,smine running it down imp,44,997,100,160,85,65,117,900,80,143,53,73,7,1095,20,17,32,35
Among Us League,0,526096113976213527,SoloDolo,101,880,100,13,10,57,158,848,78,11,7,61,60,912,22,2,3,40
Among Us League,0,339108006010814465,sosa,83,910,100,49,23,68,76,961,83,47,13,78,90,859,17,2,10,17
Among Us League,0,503963995808727041,sqorl ⓄⒼ (ǝpɐɯdıɾ),72,929,100,81,33,71,13,1147,82,80,14,85,142,711,18,1,19,5
Among Us League,0,275257651590463490,StandWZag,74,923,100,18,8,69,95,935,85,16,6,73,62,911,15,2,2,50
Among Us League,0,160215734541090817,sussy,161,786,100,6,4,60,125,893,70,6,1,86,246,678,30,0,3,0
Among Us League,0,816115414266413117,swoops,103,877,100,11,10,52,69,970,52,10,1,91,133,785,48,1,9,10
Among Us League,0,345697194461888513,Taxer,51,967,100,17,4,81,53,1014,86,15,3,83,55,921,14,2,1,67
Among Us League,0,768496678272892939,teech,5,1186,100,175,70,71,6,1244,80,161,34,83,3,1128,20,14,36,28
Among Us League,0,694600837695143977,TheDmingGuy,144,809,100,64,33,66,204,809,81,60,19,76,120,810,19,4,14,22
Among Us League,0,240999343518121984,thesameee,102,878,100,48,33,59,212,797,80,44,21,68,43,959,20,4,12,25
Among Us League,0,290016259737911296,timbob,143,810,100,13,12,52,182,820,80,12,8,60,128,801,20,1,4,20
Among Us League,0,348303431657717782,tomdog,87,904,100,19,15,56,147,863,71,16,8,67,50,946,29,3,7,30
Among Us League,0,899503467532529686,tomm,126,840,100,10,5,67,126,888,80,9,3,75,130,792,20,1,2,33
Among Us League,0,418305616252108801,Trollking,76,921,100,37,25,60,93,936,71,34,10,77,68,907,29,3,15,17
Among Us League,0,760253012240498718,ultimate_1091,120,854,100,83,60,58,206,805,79,78,35,69,70,903,21,5,25,17
Among Us League,0,323062064648028170,vexy,99,883,100,9,3,75,97,933,75,8,1,89,99,833,25,1,2,33
Among Us League,0,737709879245930588,vibewness,24,1022,100,39,9,81,14,1146,85,37,4,90,76,899,15,2,5,29
Among Us League,0,484526091957043200,vila ツ #teamShmurdda,39,999,100,57,26,69,54,1013,81,53,14,79,37,985,19,4,12,25
Among Us League,0,415210598322929667,volt,132,832,100,37,24,61,128,886,85,36,16,69,137,777,15,1,8,11
Among Us League,0,585538346718068906,Wayfarer (mzk),264,671,100,121,59,67,266,639,81,113,32,78,146,703,19,8,27,23
Among Us League,0,529765326632648726,why tf do u play among us pussy,112,868,100,29,17,63,85,946,85,28,11,72,131,790,15,1,6,14
Among Us League,0,758902141166420012,Woodmaster,43,998,100,28,13,68,41,1039,73,25,5,83,44,957,27,3,8,27
Among Us League,0,844792575805620235,xpc ( -_•)︻デ═一,131,833,100,40,24,63,105,913,84,39,15,72,138,753,16,1,9,10
Among Us League,0,632985977438208056,XYZ (NICE ANGLE),79,919,100,19,6,76,43,1033,80,18,2,90,126,805,20,1,4,20
Among Us League,0,963633629249011742,YEEZERS [𝙛𝙭],73,928,100,100,67,60,101,925,75,93,32,74,54,930,25,7,35,17
Among Us League,0,165376227014606848,zagwag,100,881,100,57,39,59,243,725,83,52,28,65,21,1036,17,5,11,31
Among Us League,0,708233267345621013,zak,4,1191,100,158,60,72,8,1230,77,140,28,83,1,1152,23,18,32,36
